SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Rb,Ba,Nb,Sr,Zr,Ba/Zr,Nb/Zr,Label
52.31,0.92,19.38,8.29,0.14,4.32,10.09,2.99,0.49,0.14,12.5,141,1.76,391,61,2.31147541,0.028852459,Barren
52.36,0.89,19.23,8.27,0.14,4.49,10.08,3.02,0.47,0.13,12,147,1.68,394,61,2.409836066,0.027540984,Barren
51.79,0.79,20.52,7.59,0.13,4.06,10.85,2.91,0.41,0.11,9.2,120,1.29,379,48,2.5,0.026875,Barren
52.24,0.9,18.86,9.44,0.15,4.83,9.97,2.98,0.49,0.14,12.1,141,1.62,360,57.4,2.456445993,0.028222997,Barren
52.24,0.9,18.86,8.49,0.15,4.83,9.97,2.98,0.49,0.14,12.1,141,1.62,360,57,2.473684211,0.028421053,Barren
52.41,0.91,18.97,8.42,0.15,4.62,9.95,3.01,0.49,0.13,12.3,181,2.13,464,76,2.381578947,0.028026316,Barren
52.22,0.89,19.44,8.25,0.14,4.4,10.11,3.03,0.47,0.13,11.2,132,1.56,365,56,2.357142857,0.027857143,Barren
51.97,0.9,19.52,8.09,0.14,4.57,10.22,3.05,0.5,0.14,12.5,142,1.72,371,60,2.366666667,0.028666667,Barren
52.06,0.87,19.85,8.04,0.14,4.26,10.31,2.97,0.46,0.13,10.9,133,1.55,373,55,2.418181818,0.028181818,Barren
52.15,0.89,19.55,8.15,0.14,4.43,10.21,2.98,0.46,0.13,11.6,132,1.56,390,56,2.357142857,0.027857143,Barren
51.63,0.84,20.95,7.4,0.13,3.79,10.84,3.01,0.45,0.13,11.6,132,1.62,412,57,2.315789474,0.028421053,Barren
52.8,1.05,18.72,8.77,0.15,3.99,9.44,3.38,0.55,0.16,13.2,165,2.08,387,70,2.357142857,0.029714286,Barren
52.05,0.85,19.39,8,0.14,4.65,10.54,2.88,0.49,0.12,12.1,142,1.59,382,55,2.581818182,0.028909091,Barren
51.63,0.84,20.95,8.23,0.13,3.79,10.84,3.01,0.45,0.13,11.6,132,1.62,412,57.1,2.3117338,0.028371278,Barren
51.43,0.99,16.96,9.26,0.17,6.48,9.99,2.77,0.5,0.15,13.4,144,1.7,327,69,2.086956522,0.024637681,Barren
51.96,0.89,19.49,8.07,0.14,4.55,10.28,3.08,0.5,0.14,12.6,142,1.7,369,60,2.366666667,0.028333333,Barren
51.98,0.88,18.19,8.09,0.15,6.33,9.71,2.84,0.71,0.21,10.7,191,2.72,593,85,2.247058824,0.032,Barren
51.31,0.87,18.01,8.27,0.15,6.88,10.08,2.66,0.63,0.21,8.1,171,2.57,549,80,2.1375,0.032125,Barren
51.51,0.88,18.11,8.23,0.14,6.74,9.87,2.71,0.67,0.22,9.3,180,2.65,565,82,2.195121951,0.032317073,Barren
51.51,0.86,17.66,8.32,0.15,7.36,9.5,2.82,0.69,0.22,8.9,185,2.65,542,82,2.256097561,0.032317073,Barren
51.79,0.87,17.34,7.67,0.17,6.54,9.9,2.91,0.78,0.14,12.2,204,3.7,612,95,2.147368421,0.038947368,Barren
55.32,0.92,19.03,7.22,0.15,3.74,8.56,3.36,0.64,0.13,15.9,186,2.8,345,82,2.268292683,0.034146341,Barren
55.43,0.86,18.7,7.86,0.15,4.11,7.98,3.44,0.58,0.15,13.5,154,2.9,323,84,1.833333333,0.03452381,Barren
51.38,0.89,16.58,8.36,0.16,8.75,9.69,2.56,0.64,0.17,12.9,228,2.7,398,79,2.886075949,0.034177215,Barren
51.52,0.78,20.58,7.42,0.14,4.88,10.45,2.94,0.36,0.1,9,120,4,415,90,1.333333333,0.044444444,Barren
55.76,0.89,18.59,7.74,0.16,4.21,8.07,3.54,0.61,0.16,16.27,156,3,342,83,1.879518072,0.036144578,Barren
57.82,0.82,18.49,7.04,0.14,3.42,7.53,3.58,0.71,0.17,17.7,184,3.4,340,102,1.803921569,0.033333333,Barren
55.96,0.84,18.52,7.99,0.17,3.9,8.17,3.29,0.54,0.17,11.5,156,3.5,347,85,1.835294118,0.041176471,Barren
57.08,0.98,18.01,7.56,0.16,3.1,7.42,3.84,0.77,0.17,18.8,215,3.3,339,101,2.128712871,0.032673267,Barren
56.1,0.79,19.02,6.42,0.13,3.54,8.72,3.8,0.84,0.25,9.1,190,3.2,381,89,2.134831461,0.035955056,Barren
53.34,0.88,20.06,7.37,0.14,4.4,9.2,3.37,0.58,0.16,13.1,183,2.7,486,71,2.577464789,0.038028169,Barren
60.29,0.7,17.83,6.47,0.18,2.35,6.04,4.54,0.7,0.23,12.1,214,3.4,381,104,2.057692308,0.032692308,Barren
55.87,0.8,18.45,7.74,0.16,4.09,7.63,3.68,0.59,0.16,14.4,167,3.3,324,83,2.012048193,0.039759036,Barren
60.03,0.66,19.56,5.01,0.11,1.85,7.2,4.29,0.84,0.19,19.8,244,4.5,340,124,1.967741935,0.036290323,Barren
56.48,0.79,18.75,7.26,0.14,3.76,7.66,3.83,0.68,0.15,18.1,175,3.2,350,88,1.988636364,0.036363636,Barren
50.37,1.02,16.95,8.73,0.17,8.49,9.62,2.84,0.6,0.25,8.1,281,3.6,444,89,3.157303371,0.040449438,Barren
51.62,0.84,17.62,9.11,0.15,7.27,9.67,2.81,0.68,0.22,9.84,187,2.61,584,80.4,2.325870647,0.032462687,Barren
51.62,0.84,17.62,8.2,0.15,7.27,9.67,2.81,0.68,0.22,9.8,187,2.61,584,80,2.3375,0.032625,Barren
51.77,0.86,17.77,8.12,0.14,6.83,9.78,2.93,0.71,0.21,9.9,191,2.64,575,82,2.329268293,0.032195122,Barren
51.33,0.88,17.85,8.4,0.15,7.17,9.63,2.78,0.67,0.21,10,185,2.71,579,86,2.151162791,0.031511628,Barren
51.54,0.83,17.58,8.04,0.15,7.47,9.86,2.8,0.67,0.19,8.9,188,1.9,584,76,2.473684211,0.025,Barren
53.16,1.08,17.18,8.49,0.16,6.22,8.72,3.14,0.95,0.35,17.4,395,4.45,483,131,3.015267176,0.033969466,Barren
51.86,0.91,16.9,8.27,0.16,7.67,9.83,2.69,0.65,0.18,12.5,218,2,412,82,2.658536585,0.024390244,Barren
52.65,0.94,17.41,8.28,0.16,6.88,9.35,2.88,0.68,0.2,13.2,211,2.75,419,94,2.244680851,0.029255319,Barren
51.81,0.91,16.96,8.22,0.16,7.49,9.94,2.77,0.64,0.18,12.7,212,2.6,418,83,2.554216867,0.031325301,Barren
57.2,0.92,17.27,7.28,0.12,4.06,7.36,3.33,1.42,0.26,46,376,2,370,104,3.615384615,0.019230769,Barren
56.24,1.54,16.06,8.55,0.14,3.46,9.2,3.35,1.18,0.28,3.89,95.3,1.86,450,58.5,1.629059829,0.031794872,Barren
69.59,0.36,13.18,2.77,0.06,0.47,1.37,4.35,3.78,0.06,144,499,14,78,415,1.202409639,0.03373494,Barren
53.7,1.18,17.67,4.43,0.1,5.98,9.31,3.53,0.58,0.2,9.7,209,7,362,152,1.375,0.046052632,Barren
54.7,2.72,14.85,9.49,0.23,3.79,6.69,4.3,1.04,0.44,34,288,5,274,182,1.582417582,0.027472527,Barren
54.53,1.29,16.83,4.72,0.06,5.26,8.68,3.44,0.8,0.23,21,192,5,349,149,1.288590604,0.033557047,Barren
52.72,1.33,18.63,3.03,0.06,4.77,10.18,3.49,0.65,0.14,15,135,5,314,131,1.030534351,0.038167939,Barren
49.81,1.32,16.91,11.3,0.17,7.37,9.2,2.99,0.65,0.28,12.3,213,5.13,406,121,1.760330579,0.042396694,Barren
49.81,1.32,16.91,10.17,0.17,7.37,9.2,2.99,0.65,0.28,12.3,213,5.13,406,121,1.760330579,0.042396694,Barren
50.03,1.3,17,9.98,0.17,7.09,9.3,3.04,0.69,0.28,15.5,217,5.17,412,124,1.75,0.041693548,Barren
50.03,1.3,17,11.1,0.17,7.09,9.3,3.04,0.69,0.28,15.5,217,5.17,412,124,1.75,0.041693548,Barren
53.1,1.5,17.4,10.3,0.18,4.3,8.9,3.3,1.1,0.28,31,317,3,393,174,1.82183908,0.017241379,Barren
52.5,1.5,17.3,9.6,0.16,5.4,8.4,3,1.1,0.21,34,255,3,364,162,1.574074074,0.018518519,Barren
62.1,0.9,16.4,6.5,0.14,1.8,4.6,4.6,2.1,0.3,63,510,3,345,270,1.888888889,0.011111111,Barren
52.2,1.5,17.4,10.3,0.17,4.6,8.8,3.2,1,0.3,28,286,3,379,169,1.692307692,0.017751479,Barren
51.28,1.25,17.84,9.51,0.15,5.52,9.76,3.52,0.84,0.31,17.8,323,6.28,517,149,2.167785235,0.042147651,Barren
51.28,1.25,17.87,8.56,0.15,5.52,9.76,3.52,0.84,0.31,17.8,323,6.28,517,149,2.167785235,0.042147651,Barren
58.71,0.93,16.11,3.57,0.1,5.04,6.41,3.85,1.58,0.19,51,395,14,311,155,2.548387097,0.090322581,Barren
58.42,1.38,17.31,4.27,0.1,1.89,5.42,4.5,1.61,0.26,58,451,13,276,239,1.887029289,0.054393305,Barren
49.21,1.49,17.65,9.98,0.17,5.14,8.56,3.57,0.86,0.31,18,352,5,464,125,2.816,0.04,Barren
64.86,0.82,17.64,4.21,0.12,0.88,2.56,5.47,2.2,0.19,54,620,14,266,276,2.246376812,0.050724638,Barren
51.86,0.91,16.9,8.27,0.16,7.67,9.83,2.69,0.65,0.18,11.5,218,2,416,82,2.658536585,0.024390244,Barren
50.63,1.07,18.37,8.43,0.14,5.79,9.82,3.16,0.78,0.19,11.6,228,2.4,662,81,2.814814815,0.02962963,Barren
50.65,1.01,18.24,8.59,0.14,6.28,10.04,3.09,0.74,0.19,10.1,213,2.17,663,75,2.84,0.028933333,Barren
55.58,1.47,15.65,9.46,0.18,3.18,6.46,4.38,1.08,0.29,27.2,327,4.3,459,123,2.658536585,0.03495935,Barren
65.48,0.86,15.48,4.81,0.12,1.37,3.62,4.82,2.48,0.25,68,555,6.2,325,221,2.511312217,0.028054299,Barren
65.65,0.65,16.47,4.16,0.14,1.12,3.12,5.45,2.32,0.2,55,642,6.5,372,230,2.791304348,0.02826087,Barren
50.79,1.05,18.69,8.7,0.15,5.35,9.97,3.19,0.57,0.19,15.4,173,2.47,570,69,2.507246377,0.035797101,Barren
51.53,1.09,18,8.64,0.14,5.28,9.84,3.18,0.98,0.27,16,267,2,644,103,2.59223301,0.019417476,Barren
51.63,1.27,18.01,9.02,0.14,4.57,9.45,3.43,0.89,0.23,16,252,4,625,119,2.117647059,0.033613445,Barren
53.85,1.08,19.61,7.95,0.14,3.88,9.31,3.63,0.72,0.23,13.7,237,3,565,97,2.443298969,0.030927835,Barren
54.07,1.08,17.59,8.32,0.14,4.62,8.39,3.67,0.97,0.22,20.5,286,3.6,467,121,2.363636364,0.029752066,Barren
57.5,1.11,17.94,6.96,0.16,2.57,6.54,4.63,1.15,0.26,25.2,336,4,498,141,2.382978723,0.028368794,Barren
58.2,1.22,17.16,7.16,0.17,2.66,5.89,5.07,1.24,0.34,23.1,369,5.2,501,156,2.365384615,0.033333333,Barren
51.08,1.07,18.93,8.82,0.14,5.57,9.72,3.24,0.81,0.2,10.5,228,2.41,638,79,2.886075949,0.030506329,Barren
51.6,1.05,18.11,8.36,0.14,5.7,9.52,3.16,0.86,0.24,17,241,1,626,104,2.317307692,0.009615385,Barren
51.25,1.08,18.15,8.58,0.14,5.32,9.74,3.21,0.87,0.21,18,238,2,638,105,2.266666667,0.019047619,Barren
50.58,0.95,18.76,8.11,0.13,5.5,10.05,3.13,0.93,0.19,22,253,4,630,104,2.432692308,0.038461538,Barren
56.23,1.36,16.51,9.31,0.18,3.23,6.72,4.45,0.83,0.31,19,233,3,453,108,2.157407407,0.027777778,Barren
52.25,1.36,17.76,9.3,0.16,3.32,7.81,3.67,0.68,0.21,19,190,3,490,102,1.862745098,0.029411765,Barren
49.86,1.01,19.25,8.89,0.15,5.33,10.05,2.99,0.48,0.19,11.4,157,2.28,512,69,2.275362319,0.033043478,Barren
51.97,1.06,18.01,8.96,0.15,5.12,9.72,3.36,0.59,0.17,11.8,173,1.84,531,66,2.621212121,0.027878788,Barren
52.93,1,18.09,7.98,0.13,5.17,8.9,3.32,0.93,0.19,23.4,248,3.4,483,99,2.505050505,0.034343434,Barren
55.02,1.26,17.34,8.8,0.17,3.22,7.21,4.39,0.77,0.23,15.2,249,2.75,498,88,2.829545455,0.03125,Barren
56.53,0.89,17.51,7.46,0.14,4.12,7.58,3.6,0.92,0.16,23.6,314,3,456,107,2.934579439,0.028037383,Barren
62.81,1.08,15.59,5.45,0.16,1.69,3.95,5.31,1.9,0.35,46,495,6.7,367,213,2.323943662,0.031455399,Barren
63.55,1,15.92,5.22,0.16,1.68,3.99,5.5,1.73,0.29,39,451,6.4,397,176,2.5625,0.036363636,Barren
53.08,1.24,17.32,8.72,0.14,4.22,8.72,3.2,0.96,0.19,28,243,4,544,125,1.944,0.032,Barren
51.25,0.76,18.4,8,0.13,6.52,11.26,2.63,0.44,0.11,9.9,129,1.26,419,44,2.931818182,0.028636364,Barren
51.25,0.76,18.4,8,0.13,6.52,11.26,2.63,0.44,0.11,9.9,129,1.26,419,44,2.931818182,0.028636364,Barren
54.83,0.78,18.03,7.87,0.14,5.28,8.35,3.25,0.86,0.12,23,225,2.09,429,69,3.260869565,0.030289855,Barren
63.49,0.85,15.82,4.63,0.1,2.47,4.02,4.14,2.03,0.32,54,467,10,367,229,2.03930131,0.043668122,Barren
63.31,0.83,15.57,4.47,0.09,2.54,4.02,3.59,2.28,0.28,66,467,10,367,229,2.03930131,0.043668122,Barren
67.86,0.63,15.45,3.2,0.1,1.29,2.52,5.23,2.12,0.19,57,583,8.3,284,247,2.360323887,0.033603239,Barren
59.52,0.76,16.69,6.35,0.1,3.81,6.25,3.88,1.34,0.19,31,323,4,403,141,2.290780142,0.028368794,Barren
55.14,1.44,16.78,9.01,0.16,3.39,7.28,3.91,1.21,0.28,34,309,5,412,157,1.968152866,0.031847134,Barren
59.09,1.03,17.04,6.44,0.13,2.42,6,4.39,1.44,0.28,40,370,4,416,171,2.16374269,0.023391813,Barren
61.44,1.03,16.67,5.39,0.13,1.81,4.74,5.21,1.67,0.37,42,438,5.4,375,181,2.419889503,0.029834254,Barren
57.66,1.09,16.8,7.01,0.14,3.33,6.43,4.21,1.2,0.29,30,376,4,467,157,2.394904459,0.025477707,Barren
50.9,1.04,16.87,8.49,0.15,8.17,9.16,3.1,0.66,0.24,11,203,3.1,534,91,2.230769231,0.034065934,Barren
52.47,1.1,18.7,8.56,0.15,4.11,9.39,3.46,0.61,0.18,12.7,175,2.16,490,71,2.464788732,0.030422535,Barren
56.37,1.2,16.88,7.86,0.16,3.41,7.16,4.32,1.07,0.27,23.2,290,3.2,565,113,2.566371681,0.028318584,Barren
49.79,0.99,18.57,8.39,0.15,5.45,9.88,2.89,0.71,0.2,19,287,3,1033,114,2.51754386,0.026315789,Barren
54,1.97,16.23,9.49,0.18,3.46,7.07,4.69,1.5,0.66,33,466,10.4,504,228,2.043859649,0.045614035,Barren
54.06,1.84,16.9,9.01,0.17,2.8,7.15,4.78,1.48,0.67,36,476,10,497,245,1.942857143,0.040816327,Barren
54.36,1.88,16.77,8.99,0.17,2.98,7.13,4.76,1.44,0.77,32,478,9,489,230,2.07826087,0.039130435,Barren
60.65,1.47,15.97,6.09,0.21,2.23,3.78,5.59,2.51,0.37,68,720,19,384,405,1.777777778,0.04691358,Barren
52.76,2.01,16.62,9.62,0.17,4.17,8.09,4.09,1.21,0.7,22,395,12,561,222,1.779279279,0.054054054,Barren
61.68,1.35,16.07,5.62,0.16,1.76,3.53,5.64,2.55,0.4,65,763,20,350,478,1.59623431,0.041841004,Barren
65.44,0.94,15.98,4.35,0.16,0.91,1.85,6.34,3.04,0.2,75,869,23,203,508,1.710629921,0.045275591,Barren
51.2,1.78,16.9,10.06,0.17,4.34,8.67,3.96,1.15,0.42,23.4,321,9.6,528,162,1.981481481,0.059259259,Barren
59.37,1.59,16.08,6.88,0.18,2.31,4.55,5.21,2.22,0.61,59,557,15.1,401,273,2.04029304,0.055311355,Barren
50.86,1.76,16.83,9.84,0.17,4.35,8.75,3.81,1.14,0.41,29,212,10,541,180,1.177777778,0.055555556,Barren
51.61,2.03,15.96,10.39,0.18,4.14,8.27,4.31,1.23,0.71,34,420,11,546,186,2.258064516,0.059139785,Barren
51.44,2.15,15.79,10.56,0.19,4.21,8.24,4.27,1.22,0.71,27,371,5,524,178,2.084269663,0.028089888,Barren
59.81,1.37,16.6,5.85,0.18,1.92,4.08,5.91,2.29,0.48,56,711,21,371,362,1.964088398,0.05801105,Barren
61.01,1.31,16.71,5.58,0.18,1.83,3.94,6.1,2.32,0.44,57,705,19,374,354,1.991525424,0.053672316,Barren
61,1.32,16.76,5.51,0.18,1.8,3.81,6.12,2.35,0.46,59,728,20,370,368,1.97826087,0.054347826,Barren
61.47,1.33,16.77,5.56,0.18,1.75,3.86,6.27,2.39,0.46,57,704,19,365,360,1.955555556,0.052777778,Barren
61.56,1.29,16.74,5.44,0.18,1.74,3.73,6.18,2.38,0.44,59,707,21,369,371,1.905660377,0.056603774,Barren
60.82,1.3,16.49,5.4,0.18,1.7,3.67,6.17,2.39,0.45,59,715,19,349,369,1.937669377,0.051490515,Barren
61.83,1.24,16.33,5.27,0.17,1.69,3.73,5.96,2.42,0.42,60,721,20,350,381,1.892388451,0.052493438,Barren
60.92,1.3,16.83,5.43,0.18,1.75,3.67,6.17,2.35,0.44,59,710,19,354,364,1.950549451,0.052197802,Barren
61.07,1.03,16.77,4.57,0.14,1.31,2.85,5.1,2.72,0.29,71,885,22,253,491,1.802443992,0.044806517,Barren
61.49,0.91,16.94,3.88,0.13,0.91,2.18,5.3,2.85,0.22,74,879,26,222,547,1.606946984,0.047531993,Barren
62.26,0.89,16.36,3.74,0.13,0.94,2.21,5.39,2.92,0.22,74,869,26,223,539,1.612244898,0.048237477,Barren
62.65,0.88,16.23,3.9,0.13,1.17,2.3,5.36,2.93,0.22,76,919,26,217,541,1.6987061,0.04805915,Barren
61.96,0.88,15.56,3.8,0.13,0.96,2.12,5.48,3.1,0.22,79,950,23,205,528,1.799242424,0.043560606,Barren
57.27,1.37,17.58,5.88,0.16,1.91,3.89,5.23,2.09,0.48,51,817,25,348,479,1.705636743,0.052192067,Barren
56.56,1.26,15.52,4.63,0.15,1.9,3.9,5.75,2.24,0.46,55,773,21,351,432,1.789351852,0.048611111,Barren
55.92,1.38,16.53,5.94,0.17,2.01,3.56,5.09,2.14,0.42,54,773,22,318,490,1.57755102,0.044897959,Barren
57.97,1.34,15.76,4.95,0.16,1.96,4.12,5.79,2.29,0.5,54,788,21,366,429,1.836829837,0.048951049,Barren
62.15,1.26,16.14,5.24,0.17,1.65,3.66,5.87,2.5,0.31,48,778,17,377,386,2.015544041,0.044041451,Barren
51.12,2.16,15.97,10.54,0.19,4.18,8.19,4.24,1.28,0.47,28,410,9,510,191,2.146596859,0.047120419,Barren
61.12,1.52,16,5.52,0.18,1.89,3.78,5.61,2.37,0.36,47,797,14,382,338,2.357988166,0.041420118,Barren
64.3,0.92,15.61,3.63,0.12,1.02,1.99,5.96,3.21,0.24,72,1010,19,227,414,2.439613527,0.04589372,Barren
52.72,2.38,16.2,10.64,0.19,3.74,6.96,4.82,1.3,0.48,31,447,10,510,217,2.059907834,0.046082949,Barren
62.32,1.39,16.34,5.13,0.17,1.66,3.63,5.86,2.49,0.31,57,907,18,344,369,2.45799458,0.048780488,Barren
61.88,1.42,16.24,4.74,0.14,1.79,3.84,5.76,2.51,0.3,53,852,16,369,365,2.334246575,0.043835616,Barren
65.12,0.79,15.38,3.1,0.11,0.88,2.12,6.01,3.36,0.23,78,1030,20,243,428,2.406542056,0.046728972,Barren
65.25,1.02,16.05,4.04,0.15,1.01,2.07,6.22,3.02,0.21,81,830,23,229,528,1.571969697,0.043560606,Barren
62.56,1.35,15.93,5.51,0.15,1.56,3.24,5.6,2.78,0.38,68,741,18.8,294,422,1.755924171,0.044549763,Barren
61.77,1.45,16.03,5.69,0.16,1.81,3.66,5.47,2.6,0.44,64,705,18,330,386,1.82642487,0.046632124,Barren
61.56,1.45,16.09,5.6,0.15,1.76,3.64,5.49,2.61,0.45,68,726,19,337,430,1.688372093,0.044186047,Barren
61.99,1.4,16.03,5.63,0.16,1.75,3.5,5.69,2.64,0.39,72,738,19,325,447,1.651006711,0.042505593,Barren
60.4,1.44,15.97,6.15,0.19,2.3,3.75,5.58,2.46,0.38,59,694,17.3,369,353,1.966005666,0.049008499,Barren
62.28,1.25,16,5.31,0.18,1.94,3.19,5.81,2.61,0.32,68,736,20,343,421,1.748218527,0.047505938,Barren
60.92,1.43,15.91,6.12,0.19,2.23,3.61,5.62,2.54,0.36,67,712,19,378,407,1.749385749,0.046683047,Barren
61.23,1.42,16.05,5.77,0.19,2.29,3.55,5.58,2.46,0.35,66,728,19,369,398,1.829145729,0.047738693,Barren
59.21,1.12,16.96,6.01,0.15,2.48,5.18,5.04,2.17,0.33,59,676,14,420,376,1.79787234,0.037234043,Barren
53.01,1.75,16.93,9.83,0.18,3.56,7.63,4.12,1.24,0.51,33,452,9,512,251,1.800796813,0.035856574,Barren
61.26,1.43,16.05,5.85,0.19,2.11,3.55,5.52,2.53,0.36,67,724,18,385,398,1.819095477,0.045226131,Barren
61.61,1.39,16.07,5.74,0.19,2.1,3.48,5.41,2.47,0.36,65,714,17,374,380,1.878947368,0.044736842,Barren
52.67,0.19,13.04,7.55,0.15,13.06,8.24,1.61,0.35,0.023,5.12,14,0.47,134,28,0.5,0.016785714,Barren
51.37,0.5,12.63,8.3,0.16,11.65,12.36,1.68,0.35,0.08,5.3,126,0.68,203,25,5.04,0.0272,Barren
55,0.38,15.7,8.2,0.16,7.05,10,2.1,0.36,0.06,6.2,75,0.3,225,32,2.34375,0.009375,Barren
52.52,0.58,15.83,7.93,0.16,7.9,11.25,2.13,0.74,0.11,12.4,103,0.6,304,32,3.21875,0.01875,Barren
48.07,0.73,15.61,9.09,0.17,12.68,10.76,1.86,0.48,0.12,7.32,210,1.67,407,51.7,4.061895551,0.032301741,Barren
50.81,1.09,16.72,9.14,0.16,7.99,10.7,2.58,0.53,0.28,8,342,5.9,282,88,3.886363636,0.067045455,Fertile
52,0.89,14.9,7.79,0.16,8.64,9.77,3.11,1.5,0.32,46.3,322,2.75,590,106,3.037735849,0.025943396,Fertile
51.3,0.91,14.9,8.06,0.16,8.69,10.12,3.04,1.52,0.35,48,295,2.88,662,115,2.565217391,0.025043478,Fertile
50.5,0.9,14.7,8.34,0.16,9.21,10.55,3.02,1.34,0.37,44,313,2.75,592,120,2.608333333,0.022916667,Fertile
49.27,1.54,17.38,8.58,0.17,5.95,10.64,2.23,1.42,0.25,45.3,388,9.44,404,103,3.766990291,0.091650485,Fertile
50.42,1.07,14.85,7.5,0.15,8.4,10.43,2.17,1.72,0.34,85.2,539,17.8,630,113,4.769911504,0.157522124,Fertile
49.29,0.96,14.58,9.75,0.19,9.07,12.46,2.23,0.8,0.19,21,216,4,381,75,2.88,0.053333333,Fertile
51.81,0.58,13.69,6.33,0.12,10.87,9.25,1.53,3.55,0.77,177,2547,7.68,1459,154,16.53896104,0.04987013,Fertile
56.7,0.84,13.17,5.2,0.08,7.16,5.93,2.72,3.68,0.47,117,692,7,1097,315,2.196825397,0.022222222,Fertile
46.8,0.99,13.92,11.16,0.21,6.07,12.23,2.43,1.43,0.53,101,253,1.8,1316,62,4.080645161,0.029032258,Fertile
43.67,0.94,10.01,9.48,0.19,15.29,10.02,3.98,2.82,0.37,73,2094,29,1043,125,16.752,0.232,Fertile
52.8,0.83,12.33,7.95,0.11,7.92,9.04,2.95,3.17,0.41,75,1875,13,642,149,12.58389262,0.087248322,Fertile
55.4,0.75,12.78,6.48,0.16,7.26,7.92,3.26,3.36,0.33,87,1900,9,750,174,10.91954023,0.051724138,Fertile
48.35,0.55,12.33,9.39,0.19,10.72,11.45,2.06,1.92,0.34,59.5,519,0.64,944,34,15.26470588,0.018823529,Fertile
48.23,0.55,12.04,9.28,0.2,10.65,11.9,2.11,1.78,0.34,71.6,722,0.65,971,34,21.23529412,0.019117647,Fertile
53.74,1.09,16.74,7.5,0.13,6.76,7.94,3.58,2.06,0.47,54,1039,8.9,874,148,7.02027027,0.060135135,Fertile
56.4,0.5,12.1,7.3,0.2,6.9,7.8,2.3,2.4,0.1,126,2340,10,448,106,22.0754717,0.094339623,Fertile
58.5,0.5,11.7,8,0.2,6.3,7.3,1.7,2.7,0.1,152,1650,10.7,390,94,17.55319149,0.113829787,Fertile
59.2,0.5,12.4,7.4,0.2,6.4,7.2,2.1,2.7,0.1,172,2350,12,467,124,18.9516129,0.096774194,Fertile
53.2,1.1,13.5,8.1,0.2,5.9,6.4,1,4.7,0.5,234,2490,12.1,453,183,13.60655738,0.066120219,Fertile
36.5,1.9,10.9,9.72,0.19,14.3,13.8,2.96,1.18,1.26,65,1500,47,2400,182,8.241758242,0.258241758,Fertile
46.69,1.38,16.11,9.25,0.21,9.09,10.77,4.18,1.22,0.68,28.5,310,47.5,700,133,2.330827068,0.357142857,Fertile
47.08,1.33,16.49,8.63,0.18,8.41,10.96,4.13,1.74,0.67,42,365,51,680,133,2.744360902,0.383458647,Fertile
47.16,1.27,16.87,9.24,0.19,6.65,12.76,3.9,0.86,0.62,14.5,295,54,785,129,2.286821705,0.418604651,Fertile
46.38,0.78,17.57,9.52,0.19,6.28,12.13,2.28,1.83,0.45,27,301.7,1.4,1047.3,46.2,6.53030303,0.03030303,Fertile
45.21,1.61,12.1,6.99,0.11,9.16,8.06,1.48,4.51,1.23,159,1769,32.4,782,491,3.602851324,0.06598778,Fertile
54.19,0.93,13.56,5.11,0.1,5.72,5.09,2.36,5.57,0.73,281,1452,19.9,953,353,4.113314448,0.056373938,Fertile
48.55,0.77,12.89,7.65,0.13,11.43,8.04,2.52,1.5,0.23,24.18,913,4.28,1735,133.4,6.844077961,0.032083958,Fertile
44.53,1.01,11.43,8.31,0.16,10.07,10.51,2.27,4.13,1.19,106.7,2595,21.52,2056,267.2,9.711826347,0.080538922,Fertile
48.34,0.68,12.94,6.4,0.11,9.59,7.53,2.55,2.24,0.27,39.92,1270,5.25,1087,144.3,8.801108801,0.036382536,Fertile
45.07,0.85,11.57,9.56,0.11,9.44,5.31,0.52,4.48,0.8,106.6,2900,5.47,841,230.1,12.60321599,0.023772273,Fertile
45.46,0.85,9.48,7.38,0.12,13.26,9.49,1.16,1.74,0.59,47.6,3065,6.68,2342,128.1,23.92661983,0.05214676,Fertile
49.14,0.8,14.37,7.41,0.12,8.75,7.53,2.59,1.85,0.32,42.28,1263,6.23,878,145.1,8.704341833,0.042935906,Fertile
52.22,0.78,13.87,6.49,0.13,7.93,7.42,2.85,2.01,0.36,44.48,1599,7.8,938,186.8,8.559957173,0.041755889,Fertile
55.05,0.86,14.87,6.42,0.11,6.77,4.85,3.45,2.81,0.39,59.57,1957,8.9,1221,201.7,9.702528508,0.044124938,Fertile
49.92,0.9,14.28,6.99,0.12,8.67,7.74,2.98,2.08,0.35,41.71,1522,7.39,976,163.7,9.297495418,0.045143555,Fertile
47.71,0.93,13.83,7.05,0.13,8.03,8.03,2.51,3.11,0.64,73.84,2187,10.3,1417,201.8,10.83746283,0.051040634,Fertile
53.19,0.65,14.52,7.32,0.11,8.44,7.13,3.24,2.5,0.06,56.55,1524,5.1,892,146.2,10.42407661,0.034883721,Fertile
48.89,0.79,14.35,8.84,0.14,7.85,8.04,2.05,2.42,0.35,61.75,1792,6.36,1133,165.5,10.82779456,0.038429003,Fertile
49.28,0.79,13.2,7.98,0.12,9.89,9.02,2.3,1.94,0.04,40.77,1350,6.13,979,141.9,9.513742072,0.043199436,Fertile
